"Symbol","Name","EntrezGene.ID","Ensembl.Gene.ID","MGI.ID","Gene.group.name"
"NSD3","nuclear receptor binding SET domain protein 3",54904,"ENSG00000147548","MGI:2142581","Lysine methyltransferases|PWWP domain containing|PHD finger proteins|SET domain containing"
"NSDHL","NAD(P) dependent steroid dehydrogenase-like",50814,"ENSG00000147383","MGI:1099438","Short chain dehydrogenase/reductase superfamily"
"NSF","N-ethylmaleimide sensitive factor, vesicle fusing ATPase",4905,"ENSG00000073969","MGI:104560","AAA ATPases"
"NSFL1C","NSFL1 cofactor",55968,"ENSG00000088833","MGI:3042273","UBX domain containing"
"NSFP1","N-ethylmaleimide-sensitive factor pseudogene 1",728806,"ENSG00000260075","",""
"NSG1","neuronal vesicle trafficking associated 1",27065,"ENSG00000168824","MGI:109149",""
"NSG2","neuronal vesicle trafficking associated 2",51617,"ENSG00000170091","MGI:1202070",""
"NSL1","NSL1 component of MIS12 kinetochore complex",25936,"ENSG00000117697","MGI:2685830","MIS12 kinetochore complex"
"NSMAF","neutral sphingomyelinase activation associated factor",8439,"ENSG00000035681","MGI:1341864","BEACH domain containing |WD repeat domain containing|GRAM domain containing"
"NSMCE1","NSE1 homolog, SMC5-SMC6 complex component",197370,"ENSG00000169189","MGI:1914961","Ring finger proteins|SMC5-6 protein complex"
"NSMCE1-DT","NSMCE1 divergent transcript",400512,"ENSG00000245888","","Divergent transcripts"
"NSMCE2","NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase",286053,"ENSG00000156831","MGI:1915751","SMC5-6 protein complex|Zinc fingers MIZ-type"
"NSMCE3","NSE3 homolog, SMC5-SMC6 complex component",56160,"ENSG00000185115","MGI:1913897","MAGE family|SMC5-6 protein complex"
"NSMCE4A","NSE4 homolog A, SMC5-SMC6 complex component",54780,"ENSG00000107672","MGI:1915122","SMC5-6 protein complex"
"NSMF","NMDA receptor synaptonuclear signaling and neuronal migration factor",26012,"ENSG00000165802","MGI:1861755","MicroRNA protein coding host genes"
"NSRP1","nuclear speckle splicing regulatory protein 1",84081,"ENSG00000126653","MGI:2144305","MicroRNA protein coding host genes"
"NSRP1P1","nuclear speckle splicing regulatory protein 1 pseudogene 1",100420557,"ENSG00000235613","",""
"NSUN2","NOP2/Sun RNA methyltransferase 2",54888,"ENSG00000037474","MGI:107252","NOP2/Sun RNA methyltransferase family"
"NSUN3","NOP2/Sun RNA methyltransferase 3",63899,"ENSG00000178694","MGI:2146565","NOP2/Sun RNA methyltransferase family"
"NSUN4","NOP2/Sun RNA methyltransferase 4",387338,"ENSG00000117481","MGI:1919431","NOP2/Sun RNA methyltransferase family"
"NSUN5","NOP2/Sun RNA methyltransferase 5",55695,"ENSG00000130305","MGI:2140844","NOP2/Sun RNA methyltransferase family"
"NSUN5P1","NSUN5 pseudogene 1",155400,"ENSG00000223705","",""
"NSUN5P2","NSUN5 pseudogene 2",260294,"ENSG00000106133","",""
"NSUN6","NOP2/Sun RNA methyltransferase 6",221078,"ENSG00000241058","MGI:1921705","NOP2/Sun RNA methyltransferase family"
"NSUN7","NOP2/Sun RNA methyltransferase family member 7",79730,"ENSG00000179299","MGI:1918168","NOP2/Sun RNA methyltransferase family"
"NT5C","5', 3'-nucleotidase, cytosolic",30833,"ENSG00000125458","MGI:1354954","5'-nucleotidases"
"NT5C1A","5'-nucleotidase, cytosolic IA",84618,"ENSG00000116981","MGI:2155700","5'-nucleotidases"
"NT5C1B","5'-nucleotidase, cytosolic IB",93034,"ENSG00000185013","MGI:1918131","5'-nucleotidases"
"NT5C1B-RDH14","NT5C1B-RDH14 readthrough",100526794,"ENSG00000250741","",""
"NT5C2","5'-nucleotidase, cytosolic II",22978,"ENSG00000076685","MGI:2178563","5'-nucleotidases"
"NT5C3A","5'-nucleotidase, cytosolic IIIA",51251,"ENSG00000122643","MGI:1927186","5'-nucleotidases"
"NT5C3AP1","NT5C3A pseudogene 1",90859,"ENSG00000213492","",""
"NT5C3AP2","NT5C3A pseudogene 2",100420394,"ENSG00000244720","",""
"NT5C3B","5'-nucleotidase, cytosolic IIIB",115024,"ENSG00000141698","MGI:1915356",""
"NT5CP1","5',3'-nucleotidase, cytosolic pseudogene 1",326609,"ENSG00000258524","",""
"NT5CP2","5',3'-nucleotidase, cytosolic pseudogene 2",326611,"ENSG00000258408","",""
"NT5CP3","5',3'-nucleotidase, cytosolic pseudogene 3",100420457,"","",""
"NT5DC1","5'-nucleotidase domain containing 1",221294,"ENSG00000178425","MGI:2442446",""
"NT5DC2","5'-nucleotidase domain containing 2",64943,"ENSG00000168268","MGI:1917271",""
"NT5DC3","5'-nucleotidase domain containing 3",51559,"ENSG00000111696","MGI:3513266",""
"NT5DC4","5'-nucleotidase domain containing 4",284958,"ENSG00000144130","",""
"NT5E","5'-nucleotidase ecto",4907,"ENSG00000135318","MGI:99782","5'-nucleotidases|CD molecules"
"NT5M","5',3'-nucleotidase, mitochondrial",56953,"ENSG00000205309","MGI:1917127","5'-nucleotidases"
"NTAN1","N-terminal asparagine amidase",123803,"ENSG00000157045","MGI:108471",""
"NTAN1P1","N-terminal asparagine amidase pseudogene 1",100420389,"ENSG00000270965","",""
"NTAN1P2","N-terminal asparagine amidase pseudogene 2",100420307,"ENSG00000250569","",""
"NTAN1P3","N-terminal asparagine amidase pseudogene 3",100420356,"ENSG00000256355","",""
"NTF3","neurotrophin 3",4908,"ENSG00000185652","MGI:97380","Neurotrophins"
"NTF4","neurotrophin 4",4909,"ENSG00000225950","MGI:97381","Neurotrophins"
"NTF6A","neurotrophin 6 alpha (pseudogene)",4910,"ENSG00000267019","","Neurotrophins"
"NTF6B","neurotrophin 6 beta (pseudogene)",4911,"ENSG00000267685","","Neurotrophins"
"NTF6G","neurotrophin 6 gamma (pseudogene)",4912,"ENSG00000267099","","Neurotrophins"
"NTHL1","nth like DNA glycosylase 1",4913,"ENSG00000065057","MGI:1313275","DNA glycosylases"
"NTM","neurotrimin",50863,"ENSG00000182667","MGI:2446259","IgLON cell adhesion molecules|I-set domain containing"
"NTM-AS1","NTM antisense RNA 1",101929637,"ENSG00000224795","","Antisense RNAs"
"NTM-IT","NTM intronic transcript",NA,"ENSG00000238262","","Intronic transcripts"
"NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1",28989,"ENSG00000148335","MGI:1913867","Methyltransferase like"
"NTN1","netrin 1",9423,"ENSG00000065320","MGI:105088","Netrins"
"NTN3","netrin 3",4917,"ENSG00000162068","MGI:1341188","Netrins"
"NTN4","netrin 4",59277,"ENSG00000074527","MGI:1888978","Netrins"
"NTN5","netrin 5",126147,"ENSG00000142233","MGI:2685330","Netrins"
"NTNG1","netrin G1",22854,"ENSG00000162631","MGI:1934028","Netrins"
"NTNG2","netrin G2",84628,"ENSG00000196358","MGI:2159341","Netrins"
"NTPCR","nucleoside-triphosphatase, cancer-related",84284,"ENSG00000135778","MGI:1913816",""
"NTRK1","neurotrophic receptor tyrosine kinase 1",4914,"ENSG00000198400","MGI:97383","Immunoglobulin like domain containing|Receptor tyrosine kinases"
"NTRK2","neurotrophic receptor tyrosine kinase 2",4915,"ENSG00000148053","MGI:97384","Receptor tyrosine kinases|I-set domain containing"
"NTRK3","neurotrophic receptor tyrosine kinase 3",4916,"ENSG00000140538","MGI:97385","I-set domain containing|Receptor tyrosine kinases"
"NTRK3-AS1","NTRK3 antisense RNA 1",283738,"ENSG00000260305","","Antisense RNAs"
"NTS","neurotensin",4922,"ENSG00000133636","MGI:1328351","Neuropeptides"
"NTSR1","neurotensin receptor 1",4923,"ENSG00000101188","MGI:97386","Neurotensin receptors"
"NTSR2","neurotensin receptor 2",23620,"ENSG00000169006","MGI:108018","Neurotensin receptors"
"NUAK1","NUAK family kinase 1",9891,"ENSG00000074590","MGI:1925226",""
"NUAK2","NUAK family kinase 2",81788,"ENSG00000163545","MGI:1921387",""
"NUB1","negative regulator of ubiquitin like proteins 1",51667,"ENSG00000013374","MGI:1889001",""
"NUBP1","nucleotide binding protein 1",4682,"ENSG00000103274","MGI:1347073","Cytosolic iron-sulfur assembly components"
"NUBP2","nucleotide binding protein 2",10101,"ENSG00000095906","MGI:1347072","Cytosolic iron-sulfur assembly components"
"NUBPL","nucleotide binding protein like",80224,"ENSG00000151413","MGI:1924076","Mitochondrial respiratory chain complex assembly factors|Mitochondrial iron-sulfur assembly components"
"NUCB1","nucleobindin 1",4924,"ENSG00000104805","MGI:97388","EF-hand domain containing"
"NUCB1-AS1","NUCB1 antisense RNA 1",NA,"ENSG00000235191","","Antisense RNAs"
"NUCB2","nucleobindin 2",4925,"ENSG00000070081","MGI:1858179","EF-hand domain containing"
"NUCKS1","nuclear casein kinase and cyclin dependent kinase substrate 1",64710,"ENSG00000069275","MGI:1934811",""
"NUCKS1P1","nuclear casein kinase and cyclin dependent kinase substrate 1 pseudogene 1",100130466,"ENSG00000232864","",""
"NUDC","nuclear distribution C, dynein complex regulator",10726,"ENSG00000090273","MGI:106014","NudC family"
"NUDCD1","NudC domain containing 1",84955,"ENSG00000120526","MGI:1914679","NudC family"
"NUDCD2","NudC domain containing 2",134492,"ENSG00000170584","MGI:1277103","NudC family"
"NUDCD3","NudC domain containing 3",23386,"ENSG00000015676","MGI:2144158","NudC family"
"NUDCP1","nuclear distribution C pseudogene 1",10790,"ENSG00000213197","",""
"NUDCP2","nuclear distribution C pseudogene 2",10789,"ENSG00000238082","",""
"NUDT1","nudix hydrolase 1",4521,"ENSG00000106268","MGI:109280","Nudix hydrolase family"
"NUDT2","nudix hydrolase 2",318,"ENSG00000164978","MGI:1913651","Nudix hydrolase family"
"NUDT3","nudix hydrolase 3",11165,"ENSG00000272325","MGI:1928484","Nudix hydrolase family"
"NUDT4","nudix hydrolase 4",11163,"ENSG00000173598","MGI:1918457","Nudix hydrolase family"
"NUDT4B","nudix hydrolase 4B",440672,"ENSG00000177144","",""
"NUDT4P2","nudix hydrolase 4 pseudogene 2",170688,"ENSG00000271121","",""
"NUDT5","nudix hydrolase 5",11164,"ENSG00000165609","MGI:1858232","Nudix hydrolase family"
"NUDT6","nudix hydrolase 6",11162,"ENSG00000170917","MGI:2387618","Nudix hydrolase family"
"NUDT7","nudix hydrolase 7",283927,"ENSG00000140876","MGI:1914778","Nudix hydrolase family"
"NUDT8","nudix hydrolase 8",254552,"ENSG00000167799","MGI:1913637","Nudix hydrolase family"
"NUDT9","nudix hydrolase 9",53343,"ENSG00000170502","MGI:1921417","Nudix hydrolase family"
"NUDT9P1","nudix hydrolase 9 pseudogene 1",119369,"ENSG00000234043","",""
"NUDT10","nudix hydrolase 10",170685,"ENSG00000122824","MGI:2147931, MGI:1930957","Nudix hydrolase family"
"NUDT11","nudix hydrolase 11",55190,"ENSG00000196368","MGI:2147931, MGI:1930957","Nudix hydrolase family"
"NUDT12","nudix hydrolase 12",83594,"ENSG00000112874","MGI:1915243","Ankyrin repeat domain containing|Nudix hydrolase family"
"NUDT13","nudix hydrolase 13",25961,"ENSG00000166321","MGI:1914975","Nudix hydrolase family"
"NUDT14","nudix hydrolase 14",256281,"ENSG00000183828","MGI:1913424","Nudix hydrolase family"
"NUDT15","nudix hydrolase 15",55270,"ENSG00000136159","MGI:2443366","Nudix hydrolase family"
"NUDT15P1","nudix hydrolase 15 pseudogene 1",574532,"","",""
"NUDT15P2","nudix hydrolase 15 pseudogene 2",574533,"","",""
"NUDT16","nudix hydrolase 16",131870,"ENSG00000198585","MGI:1922936","Nudix hydrolase family"
"NUDT16L1","nudix hydrolase 16 like 1",84309,"ENSG00000168101","MGI:1914161","Nudix hydrolase family"
"NUDT16P1","nudix hydrolase 16 pseudogene 1",152195,"ENSG00000246082","MGI:1920782",""
"NUDT17","nudix hydrolase 17",200035,"ENSG00000186364","MGI:1925623","Nudix hydrolase family"
"NUDT18","nudix hydrolase 18",79873,"ENSG00000275074","MGI:2385853","Nudix hydrolase family"
"NUDT19","nudix hydrolase 19",390916,"ENSG00000213965","MGI:94203","Nudix hydrolase family"
"NUDT19P1","nudix hydrolase 19 pseudogene 1",100126008,"","",""
"NUDT19P2","nudix hydrolase 19 pseudogene 2",100422458,"","",""
"NUDT19P3","nudix hydrolase 19 pseudogene 3",100422450,"ENSG00000216723","",""
"NUDT19P4","nudix hydrolase 19 pseudogene 4",100422452,"ENSG00000270900","",""
"NUDT19P5","nudix hydrolase 19 pseudogene 5",100422445,"ENSG00000251073","",""
"NUDT21","nudix hydrolase 21",11051,"ENSG00000167005","MGI:1915469","Nudix hydrolase family"
"NUDT21P1","nudix hydrolase 21 pseudogene 1",100422467,"","",""
"NUDT22","nudix hydrolase 22",84304,"ENSG00000149761","MGI:1915573","Nudix hydrolase family"
"NUF2","NUF2 component of NDC80 kinetochore complex",83540,"ENSG00000143228","MGI:1914227","NDC80 kinetochore complex "
"NUFIP1","nuclear FMR1 interacting protein 1",26747,"ENSG00000083635","MGI:1351474",""
"NUFIP1P1","NUFIP1 pseudogene 1",89761,"ENSG00000218890","",""
"NUFIP2","nuclear FMR1 interacting protein 2",57532,"ENSG00000108256","MGI:1915814",""
"NUGGC","nuclear GTPase, germinal center associated",389643,"ENSG00000189233","MGI:2685446",""
"NUMA1","nuclear mitotic apparatus protein 1",4926,"ENSG00000137497","MGI:2443665","MicroRNA protein coding host genes"
"NUMB","NUMB endocytic adaptor protein",8650,"ENSG00000133961","MGI:107423",""
"NUMBL","NUMB like endocytic adaptor protein",9253,"ENSG00000105245","MGI:894702","Trinucleotide repeat containing"
"NUP35","nucleoporin 35",129401,"ENSG00000163002","MGI:1916732","Nucleoporins"
"NUP35P1","nucleoporin 35 pseudogene 1",100419066,"ENSG00000223928","",""
"NUP35P2","nucleoporin 35 pseudogene 2",101059916,"ENSG00000226285","",""
"NUP37","nucleoporin 37",79023,"ENSG00000075188","MGI:1919964","Nucleoporins|WD repeat domain containing"
"NUP42","nucleoporin 42",11097,"ENSG00000136243","MGI:2387631",""
"NUP43","nucleoporin 43",348995,"ENSG00000120253","MGI:1917162","WD repeat domain containing|Nucleoporins"
"NUP50","nucleoporin 50",10762,"ENSG00000093000","MGI:1351502","Nucleoporins"
"NUP50-DT","NUP50 divergent transcript",100506714,"ENSG00000226328","","Divergent transcripts"
"NUP50P1","nucleoporin 50 pseudogene 1",145375,"","",""
"NUP50P2","nucleoporin 50 pseudogene 2",266785,"","",""
"NUP50P3","nucleoporin 50 pseudogene 3",266786,"","",""
"NUP54","nucleoporin 54",53371,"ENSG00000138750","MGI:1920460","Nucleoporins"
"NUP58","nucleoporin 58",9818,"ENSG00000139496","MGI:1919094","Nucleoporins"
"NUP58P1","nucleoporin 58 pseudogene 1",100289295,"ENSG00000251436","",""
"NUP62","nucleoporin 62",23636,"ENSG00000213024","MGI:1351500","Nucleoporins"
"NUP62CL","nucleoporin 62 C-terminal like",54830,"ENSG00000198088","MGI:2685565",""
"NUP85","nucleoporin 85",79902,"","MGI:3046173","Nucleoporins"
"NUP88","nucleoporin 88",4927,"ENSG00000108559","MGI:104900","Nucleoporins"
"NUP93","nucleoporin 93",9688,"ENSG00000102900","MGI:1919055","Nucleoporins"
"NUP98","nucleoporin 98 and 96 precursor",4928,"ENSG00000110713","MGI:109404","Nucleoporins"
"NUP107","nucleoporin 107",57122,"ENSG00000111581","MGI:2143854","Nucleoporins"
"NUP133","nucleoporin 133",55746,"ENSG00000069248","MGI:2442620","Nucleoporins|Minor histocompatibility antigens"
"NUP153","nucleoporin 153",9972,"ENSG00000124789","MGI:2385621","Nucleoporins|Zinc fingers RANBP2-type "
"NUP155","nucleoporin 155",9631,"ENSG00000113569","MGI:2181182","Nucleoporins"
"NUP160","nucleoporin 160",23279,"ENSG00000030066","MGI:1926227","Nucleoporins"
"NUP188","nucleoporin 188",23511,"ENSG00000095319","MGI:2446190","Nucleoporins|Armadillo-like helical domain containing"
"NUP205","nucleoporin 205",23165,"ENSG00000155561","MGI:2141625","Armadillo-like helical domain containing|Nucleoporins"
"NUP210","nucleoporin 210",23225,"ENSG00000132182","MGI:1859555","Nucleoporins"
"NUP210L","nucleoporin 210 like",91181,"ENSG00000143552","MGI:1924845","MicroRNA protein coding host genes"
"NUP210P1","nucleoporin 210 pseudogene 1",255330,"ENSG00000198284","",""
"NUP210P2","nucleoporin 210 pseudogene 2",100129929,"ENSG00000225275","",""
"NUP210P3","nucleoporin 210 pseudogene 3",100419070,"ENSG00000248916","",""
"NUP214","nucleoporin 214",8021,"ENSG00000126883","MGI:1095411","Nucleoporins"
"NUPR1","nuclear protein 1, transcriptional regulator",26471,"ENSG00000176046","MGI:1891834",""
"NUPR2","nuclear protein 2, transcriptional regulator",389493,"ENSG00000185290","MGI:1923099",""
"NUS1","NUS1 dehydrodolichyl diphosphate synthase subunit",116150,"ENSG00000153989","MGI:1196365","Dehydrodolichyl diphosphate synthase "
"NUS1P1","NUS1 pseudogene 1",729148,"ENSG00000235636","",""
"NUS1P2","NUS1 pseudogene 2",646208,"ENSG00000234685","",""
"NUS1P3","NUS1 pseudogene 3",11049,"ENSG00000234627","",""
"NUS1P4","NUS1 pseudogene 4",100130167,"ENSG00000217686","",""
"NUSAP1","nucleolar and spindle associated protein 1",51203,"ENSG00000137804","MGI:2675669",""
"NUTF2","nuclear transport factor 2",10204,"ENSG00000102898","MGI:1915301",""
"NUTF2P2","nuclear transport factor 2 pseudogene 2",326613,"ENSG00000258300","",""
"NUTF2P3","nuclear transport factor 2 pseudogene 3",106480298,"ENSG00000228248","",""
"NUTF2P4","nuclear transport factor 2 pseudogene 4",128322,"ENSG00000234790","",""
"NUTF2P5","nuclear transport factor 2 pseudogene 5",NA,"ENSG00000215227","",""
"NUTF2P6","nuclear transport factor 2 pseudogene 6",100131623,"ENSG00000259710","",""
"NUTF2P7","nuclear transport factor 2 pseudogene 7",100287868,"ENSG00000229324","",""
"NUTF2P8","nuclear transport factor 2 pseudogene 8",100287183,"ENSG00000270654","",""
"NUTM1","NUT midline carcinoma family member 1",256646,"ENSG00000184507","MGI:2661384",""
"NUTM2A","NUT family member 2A",728118,"ENSG00000184923","",""
"NUTM2A-AS1","NUTM2A antisense RNA 1",728190,"ENSG00000223482","","Antisense RNAs"
"NUTM2B","NUT family member 2B",729262,"ENSG00000188199","",""
"NUTM2B-AS1","NUTM2B antisense RNA 1",101060691,"ENSG00000225484","","Antisense RNAs"
"NUTM2D","NUT family member 2D",728130,"ENSG00000214562","",""
"NUTM2E","NUT family member 2E",283008,"ENSG00000228570","",""
"NUTM2F","NUT family member 2F",54754,"ENSG00000130950","",""
"NUTM2G","NUT family member 2G",441457,"ENSG00000188152","",""
"NUTM2HP","NUT family member 2H, pseudogene",729023,"ENSG00000232706","",""
"NVL","nuclear VCP like",4931,"ENSG00000143748","MGI:1914709","MicroRNA protein coding host genes|AAA ATPases"
"NWD1","NACHT and WD repeat domain containing 1",284434,"ENSG00000188039","MGI:2442268","WD repeat domain containing"
"NWD2","NACHT and WD repeat domain containing 2",57495,"ENSG00000174145","MGI:1920464","WD repeat domain containing"
"NXF1","nuclear RNA export factor 1",10482,"ENSG00000162231","MGI:1858330","MicroRNA protein coding host genes"
"NXF2","nuclear RNA export factor 2",56001,"ENSG00000269405","",""
"NXF2B","nuclear RNA export factor 2B",728343,"ENSG00000269437","",""
"NXF3","nuclear RNA export factor 3",56000,"ENSG00000147206","MGI:2685230",""
"NXF4","nuclear RNA export factor 4 pseudogene",55999,"ENSG00000196970","",""
"NXF5","nuclear RNA export factor 5",55998,"ENSG00000126952","MGI:1933192",""
"NXN","nucleoredoxin",64359,"ENSG00000167693","MGI:109331","Nucleoredoxin family"
"NXNL1","nucleoredoxin like 1",115861,"ENSG00000171773","MGI:1924446","Nucleoredoxin family"
"NXNL2","nucleoredoxin like 2",158046,"ENSG00000130045","MGI:1922374","Nucleoredoxin family"
"NXNP1","nucleoredoxin pseudogene 1",100130251,"ENSG00000226693","",""
"NXPE1","neurexophilin and PC-esterase domain family member 1",120400,"ENSG00000095110","",""
